Member_ID,Last_Name,First_Name,Middle,State,Party
A000009,Abdnor,James,NaN,South Dakota,Republican
A000014,Abercrombie,Neil,NaN,Hawaii,Democratic
A000017,Abourezk,James,NaN,South Dakota,Democratic
A000374,Abraham,Ralph,Lee,Louisiana,Republican
A000355,Abraham,Spencer,NaN,Michigan,Republican
A000018,Abzug,Bella,NaN,New York,Democratic
A000359,Acevedo-Vila,Anibal,NaN,Puerto Rico,Democratic
A000022,Ackerman,Gary,NaN,New York,Democratic
A000370,Adams,Alma,NaN,North Carolina,Democratic
A000031,Adams,Brock,NaN,Washington,Democratic
A000366,Adams,Sandy,NaN,Florida,Republican
A000052,Addabbo,Joseph,NaN,New York,Democratic
A000055,Aderholt,Robert,B.,Alabama,Republican
A000364,Adler,John,NaN,New Jersey,Democratic
A000371,Aguilar,Pete,NaN,California,Democratic
A000062,Aiken,George,NaN,Vermont,Republican
A000069,Akaka,Daniel,K.,Hawaii,Democratic
A000358,Akin,W.,Todd,Missouri,Republican
A000073,Albert,Carl,NaN,Oklahoma,Democratic
A000076,Albosta,Donald,J.,Michigan,Democratic
A000103,Alexander,Bill,NaN,Arkansas,Democratic
A000360,Alexander,Lamar,NaN,Tennessee,Republican
A000361,Alexander,Rodney,NaN,Louisiana,Republican
A000109,Allard,Wayne,NaN,Colorado,Republican
A000118,Allen,Clifford,R.,Tennessee,Democratic
A000121,Allen,George,NaN,Virginia,Republican
A000127,Allen,James,B.,Alabama,Democratic
A000139,Allen,Maryon,NaN,Alabama,Democratic
A000372,Allen,Rick,W.,Georgia,Republican
A000357,Allen,Thomas,H.,Maine,Democratic
A000376,Allred,Colin,Z.,Texas,Democratic
A000362,Altmire,Jason,NaN,Pennsylvania,Democratic
A000367,Amash,Justin,NaN,Michigan,Libertarian
A000170,Ambro,Jerome,NaN,New York,Democratic
A000177,Ammerman,Joseph,S.,Pennsylvania,Democratic
A000369,Amodei,Mark,E.,Nevada,Republican
A000189,Anderson,Glenn,M.,California,Democratic
A000195,Anderson,John,B.,Illinois,Republican
A000202,Anderson,Wendell,R.,Minnesota,Democratic
A000207,Andrews,Ike,NaN,North Carolina,Democratic
A000208,Andrews,Mark,NaN,North Dakota,Republican
A000209,Andrews,Michael,NaN,Texas,Democratic
A000210,Andrews,Robert,NaN,New Jersey,Democratic
A000211,Andrews,Thomas,H.,Maine,Democratic
A000212,Annunzio,Frank,NaN,Illinois,Democratic
A000213,Anthony,"Beryl,",Jr.,Arkansas,Democratic
A000214,Applegate,Douglas,NaN,Ohio,Democratic
A000215,Archer,Bill,NaN,Texas,Republican
A000363,Arcuri,Michael,NaN,New York,Democratic
A000216,Arends,Leslie,C.,Illinois,Republican
A000217,Armey,Richard,K.,Texas,Republican
A000377,Armstrong,Kelly,NaN,North Dakota,Republican
A000219,Armstrong,William,L.,Colorado,Republican
A000375,Arrington,Jodey,C.,Texas,Republican
A000220,Ashbrook,Jean,NaN,Ohio,Republican
A000221,Ashbrook,John,M.,Ohio,Republican
A000356,Ashcroft,John,NaN,Missouri,Republican
A000373,Ashford,Brad,NaN,Nebraska,Democratic
A000222,Ashley,Thomas,L.,Ohio,Democratic
A000224,Aspin,Les,NaN,Wisconsin,Democratic
A000226,Atkins,Chester,G.,Massachusetts,Democratic
A000329,Atkinson,Eugene,V.,Pennsylvania,Democratic
A000337,AuCoin,Les,NaN,Oregon,Democratic
A000365,Austria,Steve,NaN,Ohio,Republican
A000378,Axne,Cynthia,NaN,Iowa,Democratic
A000368,Ayotte,Kelly,NaN,New Hampshire,Republican
B001291,Babin,Brian,NaN,Texas,Republican
B001234,Baca,Joe,NaN,California,Democratic
B000008,Bacchus,Jim,NaN,Florida,Democratic
B001256,Bachmann,Michele,NaN,Minnesota,Republican
B000013,Bachus,Spencer,NaN,Alabama,Republican
B001298,Bacon,Don,NaN,Nebraska,Republican
B000024,Badham,Robert,E.,California,Republican
B000025,Badillo,Herman,NaN,New York,Democratic
B000028,Baesler,Scotty,NaN,Kentucky,Democratic
B000029,Bafalis,L.,(Skip),Florida,Republican
B000037,Bailey,Donald,A.,Pennsylvania,Democratic
B000047,Bailey,Wendell,NaN,Missouri,Republican
B001229,Baird,Brian,NaN,Washington,Democratic
B001307,Baird,James,R.,Indiana,Republican
B000078,Baker,Bill,NaN,California,Republican
B000063,Baker,Howard,Jr.,Tennessee,Republican
B000069,Baker,LaMar,NaN,Tennessee,Republican
B000072,Baker,Richard,H.,Louisiana,Republican
B000081,Baldacci,John,Elias,Maine,Democratic
B001306,Balderson,Troy,NaN,Ohio,Republican
B000083,Baldus,Alvin,J.,Wisconsin,Democratic
B001230,Baldwin,Tammy,NaN,Wisconsin,Democratic
B001238,Ballance,Frank,NaN,North Carolina,Democratic
B000104,Ballenger,Cass,NaN,North Carolina,Republican
B001299,Banks,Jim,NaN,Indiana,Republican
B001279,Barber,Ron,NaN,Arizona,Democratic
B001226,Barca,Peter,NaN,Wisconsin,Democratic
B000134,Barcia,James,A.,Michigan,Democratic
B001237,Barkley,Dean,M.,Minnesota,Independent
B001269,Barletta,Lou,NaN,Pennsylvania,Republican
B000151,Barlow,Tom,NaN,Kentucky,Democratic
B000153,Barnard,"Doug,",Jr.,Georgia,Democratic
B000160,Barnes,Michael,D.,Maryland,Democratic
B001282,Barr,Andy,NaN,Kentucky,Republican
B000169,Barr,Bob,NaN,Georgia,Republican
B001300,Barragan,Nanette,Diaz,California,Democratic
B001261,Barrasso,John,NaN,Wyoming,Republican
B000179,Barrett,Bill,NaN,Nebraska,Republican
B001239,Barrett,J.,NaN,South Carolina,Republican
B000177,Barrett,Thomas,M.,Wisconsin,Democratic
B000178,Barrett,William,A.,Pennsylvania,Democratic
B001252,Barrow,John,NaN,Georgia,Democratic
B000200,Bartlett,Dewey,F.,Oklahoma,Republican
B000208,Bartlett,Roscoe,G.,Maryland,Republican
B000204,Bartlett,Steve,NaN,Texas,Republican
B000213,Barton,Joe,NaN,Texas,Republican
B000220,Bass,Charles,NaN,New Hampshire,Republican
B001270,Bass,Karen,NaN,California,Democratic
B000229,Bateman,Herbert,H.,Virginia,Republican
B000236,Bates,Jim,NaN,California,Democratic
B000243,Baucus,Max,NaN,Montana,Democratic
B000244,Bauman,Robert,E.,Maryland,Republican
B000254,Bayh,Birch,NaN,Indiana,Democratic
B001233,Bayh,Evan,NaN,Indiana,Democratic
B000272,Beall,J.,Jr.,Maryland,Republican
B001253,Bean,Melissa,L.,Illinois,Democratic
B000279,Beard,Edward,NaN,Rhode Island,Democratic
B000280,Beard,Robin,NaN,Tennessee,Republican
B001281,Beatty,Joyce,NaN,Ohio,Democratic
B001240,Beauprez,Bob,NaN,Colorado,Republican
B000287,Becerra,Xavier,NaN,California,Democratic
B000298,Bedell,Berkley,W.,Iowa,Democratic
B001265,Begich,Mark,NaN,Alaska,Democratic
B000318,Beilenson,Anthony,C.,California,Democratic
B000330,Bell,Alphonzo,NaN,California,Republican
B001241,Bell,Chris,NaN,Texas,Democratic
B000351,Bellmon,Henry,L.,Oklahoma,Republican
B000358,Benedict,Cleve,NaN,West Virginia,Republican
B001271,Benishek,Dan,NaN,Michigan,Republican
B000362,Benitez,Jamie,NaN,Puerto Rico,Democratic
B000363,Benjamin,"Adam,",Jr.,Indiana,Democratic
B001267,Bennet,Michael,F.,Colorado,Democratic
B000371,Bennett,Charles,E.,Florida,Democratic
B000382,Bennett,Robert,F.,Utah,Republican
B000384,Bennett,Wallace,F.,Utah,Republican
B001280,Bentivolio,Kerry,L.,Michigan,Republican
B000392,Bentley,Helen,Delich,Maryland,Republican
B000400,Bentsen,Ken,NaN,Texas,Democratic
B000401,Bentsen,Lloyd,M.,Texas,Democratic
B001287,Bera,Ami,NaN,California,Democratic
B000403,Bereuter,Doug,NaN,Nebraska,Republican
B001272,Berg,Rick,NaN,North Dakota,Republican
B000408,Bergland,Bob,NaN,Minnesota,Republican
B001301,Bergman,Jack,NaN,Michigan,Republican
B001231,Berkley,Shelley,NaN,Nevada,Democratic
B000410,Berman,Howard,L.,California,Democratic
B000420,Berry,Marion,NaN,Arkansas,Democratic
B000422,Bethune,Ed,NaN,Arkansas,Republican
B000431,Bevill,Tom,NaN,Alabama,Democratic
B001292,Beyer,Donald,Jr.,Virginia,Democratic
B000432,Biaggi,Mario,NaN,New York,Democratic
B000436,Bible,Alan,NaN,Nevada,Democratic
B000444,Biden,Joseph,Jr.,Delaware,Democratic
B000451,Biester,Edward,Jr.,Pennsylvania,Republican
B001232,Biggert,Judy,NaN,Illinois,Republican
B001302,Biggs,Andy,NaN,Arizona,Republican
B000461,Bilbray,Brian,P.,California,Republican
B000462,Bilbray,James,H.,Nevada,Democratic
B001257,Bilirakis,Gus,M.,Florida,Republican
B000463,Bilirakis,Michael,NaN,Florida,Republican
B000468,Bingaman,Jeff,NaN,New Mexico,Democratic
B000472,Bingham,Jonathan,NaN,New York,Democratic
B001311,Bishop,Dan,NaN,North Carolina,Republican
B001293,Bishop,Mike,NaN,Michigan,Republican
B001250,Bishop,Rob,NaN,Utah,Republican
B000490,Bishop,Sanford,Jr.,Georgia,Democratic
B001242,Bishop,Timothy,NaN,New York,Democratic
B001273,Black,Diane,NaN,Tennessee,Republican
B000506,Blackburn,Ben,NaN,Georgia,Republican
B001243,Blackburn,Marsha,NaN,Tennessee,Republican
B000517,Blackwell,Lucien,E.,Pennsylvania,Democratic
B000518,Blagojevich,Rod,R.,Illinois,Democratic
B000538,Blanchard,James,NaN,Michigan,Democratic
B000550,Blatnik,John,Anton,Minnesota,Democratic
B000551,Blaz,Ben,G.,Guam,Republican
B000556,Bliley,Tom,NaN,Virginia,Republican
B000567,Blouin,Michael,NaN,Iowa,Democratic
B001294,Blum,Rod,NaN,Iowa,Republican
B000574,Blumenauer,Earl,NaN,Oregon,Democratic
B001277,Blumenthal,Richard,NaN,Connecticut,Democratic
B001303,Blun,"Rochester,",Lisa,Delaware,Democratic
B000575,Blunt,Roy,NaN,Missouri,Republican
B000576,Blute,Peter,I.,Massachusetts,Republican
B001263,Boccieri,John,A.,Ohio,Democratic
B000586,Boehlert,Sherwood,NaN,New York,Republican
B000589,Boehner,John,A.,Ohio,Republican
B000592,Boggs,Corinne,(Lindy),Louisiana,Democratic
B000600,Boland,Edward,P.,Massachusetts,Democratic
B000605,Bolling,Richard,NaN,Missouri,Democratic
B001278,Bonamici,Suzanne,NaN,Oregon,Democratic
B000611,Bond,Christopher,S.,Missouri,Republican
B000615,Boner,William,H.,Tennessee,Democratic
B000617,Bonilla,Henry,NaN,Texas,Republican
B000619,Bonior,David,E.,Michigan,Democratic
B000620,Bonker,Don,NaN,Washington,Democratic
B001244,Bonner,Jo,NaN,Alabama,Republican
B001228,Bon,"Mack,",Mary,California,Republican
B000622,Bono,Sonny,NaN,California,Republican
B001288,Booker,Cory,NaN,New Jersey,Democratic
B001236,Boozman,John,NaN,Arkansas,Republican
B001245,Bordallo,Madeleine,Z.,Guam,Democratic
B001254,Boren,Dan,NaN,Oklahoma,Democratic
B000639,Boren,David,L.,Oklahoma,Democratic
B000644,Borski,Robert,A.,Pennsylvania,Democratic
B000647,Boschwitz,Rudy,NaN,Minnesota,Republican
B000648,Bosco,Douglas,H.,California,Democratic
B001295,Bost,Mike,NaN,Illinois,Republican
B000652,Boswell,Leonard,L.,Iowa,Democratic
B000657,Boucher,Rick,NaN,Virginia,Democratic
B000666,Boulter,Beau,NaN,Texas,Republican
B001255,Boustany,Charles,Jr.,Louisiana,Republican
B000682,Bowen,David,R.,Mississippi,Democratic
B000711,Boxer,Barbara,NaN,California,Democratic
B000716,Boyd,Allen,NaN,Florida,Democratic
B001258,Boyda,Nancy,E.,Kansas,Democratic
B001296,Boyle,Brendan,F.,Pennsylvania,Democratic
B000736,Brademas,John,NaN,Indiana,Democratic
B001225,Bradley,Bill,NaN,New Jersey,Democratic
B001246,Bradley,Jeb,NaN,New Hampshire,Republican
B000755,Brady,Kevin,NaN,Texas,Republican
B000756,Brady,Nicholas,NaN,New Jersey,Republican
B001227,Brady,Robert,A.,Pennsylvania,Democratic
B001259,Braley,Bruce,L.,Iowa,Democratic
B000771,Brasco,Frank,NaN,New York,Democratic
B001290,Brat,Dave,NaN,Virginia,Republican
B001310,Braun,Mike,NaN,Indiana,Republican
B000778,Bray,William,G.,Indiana,Republican
B000780,Breaux,John,B.,Louisiana,Democratic
B000788,Breckinridge,John,B.,Kentucky,Democratic
B000798,Brennan,Joseph,E.,Maine,Democratic
B000817,Brewster,Bill,K.,Oklahoma,Democratic
B001283,Bridenstine,Jim,NaN,Oklahoma,Republican
B001264,Bright,Bobby,NaN,Alabama,Democratic
B001308,Brindisi,Anthony,NaN,New York,Democratic
B000839,Brinkley,Jack,NaN,Georgia,Democratic
B000845,Britt,Robin,NaN,North Carolina,Democratic
B000851,Brock,Bill,NaN,Tennessee,Republican
B000862,Brodhead,William,NaN,Michigan,Democratic
B000871,Brooke,Edward,W.,Massachusetts,Republican
B000880,Brooks,Jack,B.,Texas,Democratic
B001274,Brooks,Mo,NaN,Alabama,Republican
B001284,Brooks,Susan,W.,Indiana,Republican
B000890,Broomfield,William,S.,Michigan,Republican
B000893,Brotzman,Donald,G.,Colorado,Republican
B001262,Broun,Paul,C.,Georgia,Republican
B000897,Browder,Glen,NaN,Alabama,Democratic
B001304,Brown,Anthony,G.,Maryland,Democratic
B000910,Brown,"Clarence,",Jr.,Ohio,Republican
B000911,Brown,Corrine,NaN,Florida,Democratic
B000917,Brown,Garry,E.,Michigan,Republican
B000918,Brown,George,Jr.,California,Democratic
B000919,Brown,Hank,NaN,Colorado,Republican
B001235,Brown,Henry,NaN,South Carolina,Republican
B001268,Brown,Scott,P.,Massachusetts,Republican
B000944,Brown,Sherrod,NaN,Ohio,Democratic
B001247,Brown-Waite,Ginny,NaN,Florida,Republican
B000953,Brownback,Sam,NaN,Kansas,Republican
B001285,Brownley,Julia,NaN,California,Democratic
B000966,Broyhill,James,NaN,North Carolina,Republican
B000967,Broyhill,Joel,T.,Virginia,Republican
B000971,Bruce,Terry,L.,Illinois,Democratic
B000993,Bryan,Richard,H.,Nevada,Democratic
B000996,Bryant,Ed,NaN,Tennessee,Republican
B000997,Bryant,John,W.,Texas,Democratic
B001008,Buchanan,John,NaN,Alabama,Republican
B001260,Buchanan,Vern,NaN,Florida,Republican
B001297,Buck,Ken,NaN,Colorado,Republican
B001026,Buckley,James,NaN,New York,Republican
B001275,Bucshon,Larry,NaN,Indiana,Republican
B001305,Budd,Ted,NaN,North Carolina,Republican
B001036,Buechner,Jack,NaN,Missouri,Republican
B001276,Buerkle,Ann,NaN,New York,Republican
B001057,Bumpers,Dale,NaN,Arkansas,Democratic
B001063,Bunn,Jim,NaN,Oregon,Republican
B001066,Bunning,Jim,NaN,Kentucky,Republican
B001309,Burchett,Tim,NaN,Tennessee,Republican
B001076,Burdick,Jocelyn,NaN,North Dakota,Democratic
B001077,Burdick,Quentin,NaN,North Dakota,Democratic
B001080,Burgener,Clair,W.,California,Republican
B001248,Burgess,Michael,C.,Texas,Republican
B001091,Burke,J.,Herbert,Florida,Republican
B001092,Burke,James,A.,Massachusetts,Democratic
B001102,Burke,Yvonne,B.,California,Democratic
B001111,Burleson,Omar,NaN,Texas,Democratic
B001113,Burlison,Bill,D.,Missouri,Democratic
B001126,Burns,Conrad,R.,Montana,Republican
B001249,Burns,Max,NaN,Georgia,Republican
B001135,Burr,Richard,NaN,North Carolina,Republican
B001266,Burris,Roland,NaN,Illinois,Democratic
B001149,Burton,Dan,NaN,Indiana,Republican
B001153,Burton,John,NaN,California,Democratic
B001156,Burton,Phillip,NaN,California,Democratic
B001158,Burton,Sala,NaN,California,Democratic
B001172,Bustamante,Albert,G.,Texas,Democratic
B001286,Bustos,Cheri,NaN,Illinois,Democratic
B001182,Butler,M.,Caldwell,Virginia,Republican
B001251,Butterfield,G.,NaN,North Carolina,Democratic
B001203,Buyer,Steve,NaN,Indiana,Republican
B001209,Byrd,Harry,Jr.,Virginia,Independent
B001210,Byrd,Robert,NaN,West Virginia,Democratic
B001289,Byrne,Bradley,NaN,Alabama,Republican
B001213,Byrne,Leslie,L.,Virginia,Democratic
B001220,Byron,Beverly,B.,Maryland,Democratic
B001221,Byron,Goodloe,E.,Maryland,Democratic
C000052,Callahan,Sonny,NaN,Alabama,Republican
C000059,Calvert,Ken,NaN,California,Republican
C000071,Camp,Dave,NaN,Michigan,Republican
C000073,Camp,John,Happy,Oklahoma,Republican
C000077,Campbell,Ben,Nighthorse,Colorado,Republican
C000079,Campbell,Carroll,NaN,South Carolina,Republican
C001064,Campbell,John,NaN,California,Republican
C000100,Campbell,Tom,NaN,California,Republican
C000107,Canady,Charles,T.,Florida,Republican
C000116,Cannon,Chris,NaN,Utah,Republican
C000120,Cannon,Howard,W.,Nevada,Democratic
C001082,Canseco,Francisco,"""Quico""",Texas,Republican
C001046,Cantor,Eric,NaN,Virginia,Republican
C000127,Cantwell,Maria,NaN,Washington,Democratic
C001079,Cao,Anh,"""Joseph""",Louisiana,Republican
C001047,Capito,Shelley,NaN,West Virginia,Republican
C001036,Capps,Lois,NaN,California,Democratic
C000134,Capps,Walter,NaN,California,Democratic
C001037,Capuano,Michael,E.,Massachusetts,Democratic
C000137,Caputo,Bruce,NaN,New York,Republican
C001112,Carbajal,Salud,O.,California,Democratic
C001097,Cardenas,Tony,NaN,California,Democratic
C000141,Cardin,Benjamin,L.,Maryland,Democratic
C001050,Cardoza,Dennis,A.,California,Democratic
C000143,Carey,Hugh,NaN,New York,Democratic
C000158,Carman,Gregory,NaN,New York,Republican
C001043,Carnahan,Jean,NaN,Missouri,Democratic
C001060,Carnahan,Russ,NaN,Missouri,Democratic
C000164,Carney,Charles,J.,Ohio,Democratic
C001065,Carney,Christopher,P.,Pennsylvania,Democratic
C001083,Carney,John,Jr.,Delaware,Democratic
C000165,Carney,William,NaN,New York,Republican
C000174,Carper,Thomas,R.,Delaware,Democratic
C000178,Carr,Bob,NaN,Michigan,Democratic
C001072,Carson,Andre,NaN,Indiana,Democratic
C001044,Carson,Brad,NaN,Oklahoma,Democratic
C000191,Carson,Julia,NaN,Indiana,Democratic
